любое название
82.7 
85.1 
87.0 
87.3 
87.3 
87.8 
87.8 
88.1 
89.4 
89.4 
89.7 
89.8 
90.5 
90.5 
91.3 
91.6 
92.1 
94.3 
94.9 
95.9 
96.2 
96.8 
97.0 
105.7 
